Laptop Name,Laptop Price,Laptop Description,Laptop Specifications,Rating,Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
HP Spectre x360 (2023) Eyesafe Intel Evo Core i7 13th Gen,"1,45,990","Eyesafe Intel Evo Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) f2002TU L...Intel Core i7 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) Touchscreen Display1 Year Onsite Warranty₹1,45,990₹1,68,6171",16 GB DDR4 RAM64,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
MSI Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-436IN Thin and Light LaptopIntel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry,"65,990","Modern 14 C13M-436IN Thin and Light LaptopIntel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty₹65,990₹73,9901",16 GB DDR4 RAMWindows,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
ASUS VivoBook 15 (2022) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS | X515JA,"46,900","Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS | X515JA-E...4.36,483 Ratings & 545 ReviewsIntel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty₹46,900₹62,9902",8 GB DDR4 RAM64,483,545 Reviews
"MSI Katana GF66 Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...4.3108 Ratings & 14 ReviewsIntel Core i7 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 Home, MSI Center, CoolerBoost2 Year On-Site & Carry","85,990","8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 Home, MSI Center, CoolerBoost2 Year On-Site & Carry-In Warranty₹85,990₹1,06,9901",8 GB DDR4 RAM64,3...4.3108,14 Reviews
HP Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) 17,"1,99,999","17-ck1...Intel Core i7 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display1 Year Onsite Warranty₹1,99,999₹2,32,3241",32 GB DDR5 RAM64,Not found,No Reviews Found
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
DELL Inspiron Ryzen 7 Octa Core 5825U,"73,890","Vostro 5625 Notebook52 Ratings & 1 ReviewsAMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty₹73,890₹93,7662",16 GB DDR4 RAM64,52,1 Reviews
HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s,"59,490","15s-fy5002TU Thin and Light LaptopIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹59,490₹70,8211",8 GB DDR4 RAM64,Not found,No Reviews Found
Infinix INBook X2 Plus Core i3 11th Gen,"33,490","XL25 Thin and Light Laptop4.2382 Ratings & 73 ReviewsIntel Core i3 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹33,490₹49,9903",8 GB LPDDR4X RAM64,4.2382,73 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
ASUS Ryzen 7 Octa Core 5800H/HS,"79,990","Display1 Year Onsite Warranty₹79,990₹88,9901",16 GB DDR4 RAMWindows,Not found,No Reviews Found
ASUS Vivobook 14X OLED (2023) Core i5 13th Gen,"89,990","Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹89,990₹1,10,9901",16 GB DDR4 RAMWindows,Not found,No Reviews Found
Lenovo IdeaPad 3 Intel Celeron Dual Core 4th Gen,"27,490","14IGL05 Thin and ...41,014 Ratings & 97 ReviewsIntel Celeron Dual Core Processor (4th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite�Warranty₹27,490₹40,4903",4 GB DDR4 RAM64,014,97 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN/A4.1108 Ratings & 13 ReviewsIntel Core i5 Processor (8th Gen)8 GB DDR3 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt,"1,62,490","MV972HN/A4.1108 Ratings & 13 ReviewsIntel Core i5 Processor (8th Gen)8 GB DDR3 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: Keynote, Siri, Safari, FaceTime, App Store, iTunes, Time Machine, iMovie, GarageBand, Pages, Notes1 Year Onsite Warranty₹1,62,490₹1,79,900",8 GB DDR3 RAMMac,4.1108,13 Reviews
realme Book Prime Core i5 11th Gen,"54,990","CloudPro002 Thin and Light Lap...4.2196 Ratings & 41 ReviewsIntel Core i5 Processor (11th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Domestic Warranty₹54,990₹74,9992",16 GB LPDDR4X RAMWindows,...4.2196,41 Reviews
DELL G15 Core i5 12th Gen,"81,890","8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Premium Support₹81,890₹1,12,4002",8 GB DDR5 RAM64,120...4.114,2 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
DELL Vostro Core i3 10th Gen,"42,490","Vostro 3401 Thin and Light L...4.253 Ratings & 5 ReviewsIntel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20211 Year Onsite Warranty₹42,490₹57,8582",4 GB DDR4 RAM64,...4.253,5 Reviews
DELL Inspiron Ryzen 7 Octa Core 5700U,"84,990","Inspiron 7415 2 in 1 Laptop4.234 Ratings & 5 ReviewsAMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty₹84,990₹1,01,5291",16 GB DDR4 RAM64,4.234,5 Reviews
DELL Ryzen 3 Dual Core 3250U,"40,990","INSPIRON 3515 Thin and Light Laptop3.631 Ratings & 3 ReviewsAMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD96.52 cm (38 cm) DisplayOffice Home and Student 20211 Year Onsite Warranty₹40,990₹53,7742",8 GB DDR4 RAM64,3.631,3 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
ASUS Core i5 12th Gen,"92,990","...Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty₹92,990₹1,14,9901",16 GB DDR5 RAMWindows,Not found,No Reviews Found
HP Spectre x360 (2023) Eyesafe Intel Evo Core i7 13th Gen,"1,45,990","Eyesafe Intel Evo Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) f2002TU L...Intel Core i7 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) Touchscreen Display1 Year Onsite Warranty₹1,45,990₹1,68,6171",16 GB DDR4 RAM64,Not found,No Reviews Found
ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i5 13th Gen,"97,990","Intel EVO P-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) U...Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹97,990₹1,20,9901",16 GB LPDDR5 RAMWindows,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
,0,,,Not found,No Reviews Found
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen,"2,49,990","with ASUS Dial Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Hom...Intel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty₹2,49,990₹3,06,9901",32 GB DDR5 RAM64,Not found,No Reviews Found
DELL Core i5 12th Gen,"69,490","Inspiron 3520 Thin an...Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹69,490₹94,0752",8 GB DDR4 RAMWindows,Not found,No Reviews Found
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
Lenovo Core i3 11th Gen,"32,999","V15 ITL G2 Thin and Light Laptop4.3168 Ratings & 13 ReviewsIntel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD38.1 cm (15 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty₹32,999₹51,5443",4 GB DDR4 RAM64,4.3168,13 Reviews
"DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...53 Ratings & 0 ReviewsProcessor: AMD R7-6800H (3.20 GHz Up to 4.70 Ghz 8 cores 16MB L3 Cache)RAM & Storage: 16GB, 2x8GB, DDR5, 4800Mhz & 512GB SSDDisplay & Graphics: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border & NVIDIA GEFORCE RTX 3050 (4GB GDDR6)Software & Keyboard: Win 11 + Office H&S 2021 & Backlit Keyboard OrangePorts: (1) HDMI 2.1, (3) SuperSpeed USB 3.2 Gen 1 Type-A, (1) USB Type C Gen 3.2 Display Port Alt","99,990","RAM & Storage: 16GB, 2x8GB, DDR5, 4800Mhz & 512GB SSDDisplay & Graphics: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border & NVIDIA GEFORCE RTX 3050 (4GB GDDR6)Software & Keyboard: Win 11 + Office H&S 2021 & Backlit Keyboard OrangePorts: (1) HDMI 2.1, (3) SuperSpeed USB 3.2 Gen 1 Type-A, (1) USB Type C Gen 3.2 Display Port Alt-Mode, Headphone/Mic, (1) RJ45AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD96.52 cm (38 cm) Display1 Year Onsite Premium Support₹99,990₹1,31,1432",16 GB DDR5 RAM64,...53,0 Reviews
HP 15s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s,"40,290","15s-fq2671TU Thin and Light Laptop4.1287 Ratings & 19 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹40,290₹47,8341",8 GB DDR4 RAM64,4.1287,19 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
ASUS Vivobook 16 (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1605VA,"68,990","Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1605VA-MB541WS LaptopIntel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty₹68,990₹86,9902",16 GB DDR4 RAMWindows,Not found,No Reviews Found
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen,"64,990","8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection₹64,990₹93,6903",8 GB DDR4 RAM64,...4.3300,31 Reviews
acer Aspire 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) A315,"56,990","A315-59 Notebook2.84 Ratings & 0 ReviewsIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty₹56,990₹67,9991",16 GB DDR4 RAM64,2.84,0 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i5 13th Gen,"97,990","Intel EVO P-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) U...Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty₹97,990₹1,20,9901",16 GB LPDDR5 RAMWindows,Not found,No Reviews Found
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H,"1,06,199","Display1 Year Onsite Warranty₹1,06,199₹1,21,3551",16 GB DDR5 RAM64,Not found,No Reviews Found
ASUS Ryzen 7 Octa Core 5800H/HS,"79,990","Display1 Year Onsite Warranty₹79,990₹88,9901",16 GB DDR4 RAMWindows,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen","1,09,990","1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen - (16 GB/512 GB SSD/W...Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Display1 Year Onsite Warranty₹1,09,990₹1,34,9901",16 GB LPDDR5 RAMWindows,Not found,No Reviews Found
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen,"33,990","15ITL05 Thin and Ligh...4.2352 Ratings & 33 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty₹33,990₹60,8904",8 GB DDR4 RAM64,...4.2352,33 Reviews
MSI Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-438IN Thin and Light LaptopIntel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry,"51,990","Modern 14 C13M-438IN Thin and Light LaptopIntel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty₹51,990₹58,9901",8 GB DDR4 RAMWindows,Not found,No Reviews Found
Lenovo IdeaPad 3 Intel Core i5 12th Gen,"60,990","15IAU7 Thin and Light Lap...4.1123 Ratings & 14 ReviewsIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year warranty₹60,990₹82,4902",16 GB DDR4 RAM64,...4.1123,14 Reviews
DELL Inspiron Core i5 11th Gen,"69,990","Inspiron 5518 Thin and Light Laptop4.2100 Ratings & 13 ReviewsIntel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD38.86 cm (15.3 Inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty₹69,990₹81,8001",16 GB DDR4 RAM64,4.2100,13 Reviews
,0,,,Not found,No Reviews Found
HP OMEN Core i7 11th Gen,"1,13,990","...11 Ratings & 1 ReviewsIntel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty₹1,13,990₹1,32,7171",16 GB DDR4 RAM64,...11,1 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
DELL Ryzen 7 Octa Core AMD R7-5800H,"1,04,990","DisplayOffice Home and Student 20211 Year Premium Support₹1,04,990₹1,49,1872",16 GB DDR4 RAM64,...3.611,1 Reviews
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H,"76,990","DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty₹76,990₹89,4901",8 GB DDR4 RAM64,...4.4147,21 Reviews
HP Athlon Dual Core 3050U,"22,900","255 G8 Notebook3.837 Ratings & 4 ReviewsAMD Athlon Dual Core Processor4 GB DDR4 RAMDOS Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹22,900₹31,6902",4 GB DDR4 RAMDOS,3.837,4 Reviews
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
MSI Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-437IN Thin and Light LaptopIntel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry,"62,990","Modern 14 C13M-437IN Thin and Light LaptopIntel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty₹62,990₹70,9901",8 GB DDR4 RAMWindows,Not found,No Reviews Found
ASUS Vivobook Pro 15 Ryzen 7 Octa Core 5800H,"80,990","DisplayWindows 11, Microsoft Office H&S 20211 Year Onsite Warranty₹80,990₹86,990",16 GB DDR4 RAM64,Not found,No Reviews Found
ASUS Vivobook 15 Core i3 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515EA,"42,990","X515EA-EJ342WS Thin and Light L...4.21,474 Ratings & 136 ReviewsIntel Core i3 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹42,990₹49,9901",16 GB DDR4 RAMWindows,474,136 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
ASUS Vivobook 15 Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M515DA,"69,000","M515DA-BQ722WS La...4.4376 Ratings & 42 ReviewsAMD Ryzen 7 Quad Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 Home, Microsoft Office Home & Student 2021, 1 Year Mcafee1 Year On site Manufacturing warranty₹69,000₹74,990",16 GB DDR4 RAM64,...4.4376,42 Reviews
Lenovo IdeaPad 3 Intel Core i3 11th Gen,"44,490","15ITL6/ 15ITL6 Ub Thin and...4.4318 Ratings & 40 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 2019 included2 Years Warranty₹44,490₹57,3902",8 GB DDR4 RAM64,...4.4318,40 Reviews
,0,,,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
MSI Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN Thin and Light LaptopIntel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry,"48,990","Modern 14 C12M-445IN Thin and Light LaptopIntel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty₹48,990₹57,9901",8 GB DDR4 RAMWindows,Not found,No Reviews Found
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Summit E13FlipEvo A13MT-226IN Thin and Light L...Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Display2 Year Carry,"1,47,990","Summit E13FlipEvo A13MT-226IN Thin and Light L...Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Display2 Year Carry-in Warranty₹1,47,990₹1,65,9901",16 GB LPDDR5 RAMWindows,Not found,No Reviews Found
DELL Vostro Ryzen 5 Hexa Core 5625U,"67,490","Vostro 5625 Thin and Light La...4.54 Ratings & 0 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayOffice Home and Student 20211 Year Onsite Hardware Service₹67,490₹84,8792",16 GB DDR4 RAM64,...4.54,0 Reviews
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
"DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G1...4.110 Ratings & 1 ReviewsProcessor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3RAM & Storage: 16GB DDR4 (2 DIMM Slots) & 512GB SSDGraphics: NVIDIA� GEFORCE� RTX 3050 Ti (4GB GDDR6)Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border, Backlit Keyboard OrangeColor: Dark Shadow GreyPorts: 1. HiSpeed USB 2.0 | 2. HiSpeed USB 2.0 with PowerShare | 3. USB 3.2 Gen 1 Type","1,03,490","G1...4.110 Ratings & 1 ReviewsProcessor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3RAM & Storage: 16GB DDR4 (2 DIMM Slots) & 512GB SSDGraphics: NVIDIA� GEFORCE� RTX 3050 Ti (4GB GDDR6)Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border, Backlit Keyboard OrangeColor: Dark Shadow GreyPorts: 1. HiSpeed USB 2.0 | 2. HiSpeed USB 2.0 with PowerShare | 3. USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode | 4. SuperSpeed USB 3.2 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/micIntel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Premium Support₹1,03,490₹1,28,6651",16 GB DDR4 RAM64,1...4.110,1 Reviews
